CPGfrac	RPKM	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3	Input
283440	10	0	14	8	17	8	8	10	21
283446	9	0	11	22	14	7	8	30	19
283460	8	0	13	18	11	26	8	7	16
283461	10	0	18	5	12	9	5	12	16
283483	7.5	0	12	24	19	9	8	10	15
283487	5	0	17	27	11	27	8	11	18
283514	2	0	17	29	12	10	7	10	17
283518	10	2	15	5	25	11	3	9	9
283521	5	0	11	24	10	20	7	11	21
283547	9	0	10	14	12	4	6	13	8
283551	10	2	25	3	13	64	6	5	15
283553	5	0	9	24	11	6	6	5	3
283571	9	2	22	7	13	41	6	9	22
283587	9	0	12	23	14	13	10	10	4
283598	7.5	0	25	14	9	7	5	14	13
283601	8	0	13	23	14	9	8	11	18
283629	10	10	18	4	30	36	6	9	10
283651	10	0	13	8	33	9	7	8	15
283652	7	1	11	23	10	12	8	10	20
283663	0	56	57	4	12	59	82	8	19
283688	6.5	0	13	22	14	7	8	12	17
283693	10	1	10	6	19	9	5	4	21
283694	7	0	15	12	15	5	10	14	9
283710	2	0	30	18	9	95	9	9	22
283761	2	0	13	30	13	11	10	10	19
283777	7.5	0	12	10	15	8	8	11	15
283796	9	0	14	21	10	8	10	8	16
2838	9.5	0	12	19	9	7	7	4	4
283848	9	2	16	27	10	12	5	8	16
283849	9	0	12	26	8	26	5	9	24
283867	9	0	16	15	20	7	7	19	18
283888	6.5	7	32	9	10	49	6	17	26
283897	0	9	67	5	31	66	98	5	19
283902	9	0	14	23	14	10	6	19	16
283914	1.5	0	12	16	17	11	12	21	8
283953	6	0	15	28	14	12	7	11	12
283982	7	0	15	17	13	7	9	6	24
284009	10	2	16	6	23	16	6	7	14
284021	10	1	14	9	12	12	6	7	20
284034	10	0	7	13	10	6	8	9	3
284040	10	3	15	10	18	6	8	9	15
284083	10	0	13	14	11	6	7	11	18
284099	10	0	11	6	16	4	7	9	18
2841	0	42	44	3	13	58	76	9	8
284100	9	0	14	19	13	18	10	12	16
284110	8	1	22	13	9	43	6	8	19
284116	9	0	12	26	7	8	9	9	16
284124	9	0	112	88	85	69	47	179	201
284215	8	0	16	11	8	7	7	10	12
284232	7	0	5	14	10	5	8	8	13
284257	10	0	10	17	17	8	6	13	10
284260	6	0	14	22	13	8	6	11	13
284266	7	0	17	23	11	21	7	12	20
284274	7	0	10	16	9	9	10	8	11
284276	9	0	16	22	20	21	10	15	19
284293	0	0	17	38	6	49	19	11	22
284294	4.5	0	13	22	9	15	5	6	11
284340	10	0	11	16	13	9	6	8	14
284344	10	0	11	17	15	9	8	25	15
284349	2	2	16	15	14	45	53	9	13
284359	6	0	10	29	9	12	5	24	20
284366	7	0	12	18	9	7	10	13	17
284367	6	0	13	28	9	9	10	16	21
284369	9	0	17	27	11	7	7	18	16
284379	10	0	13	19	14	8	7	11	18
284383	8.5	0	11	19	13	9	8	23	16
2844	7.5	0	17	9	29	27	7	8	7
284415	8	0	18	27	12	10	6	27	19
284417	9	0	12	29	10	6	7	12	20
284424	3	0	18	17	7	12	5	12	16
284427	10	0	14	27	13	8	7	9	25
284433	8	0	14	20	10	13	7	17	17
284434	3	0	58	5	11	55	12	9	21
284443	0	7	53	6	7	22	137	10	23
284451	8	0	11	28	12	12	6	11	20
284486	10	0	18	20	10	10	7	9	23
284532	7.5	0	8	14	8	6	6	10	9
284541	6	0	16	26	12	7	6	11	17
284546	8	0	12	20	10	6	6	14	12
284551	6	0	20	24	14	8	11	19	12
284565	9	14	56	9	26	78	97	10	31
284573	8	0	14	34	11	13	6	23	18
284576	8	0	9	19	7	10	2	9	3
284578	7	0	8	26	11	8	7	20	3
284632	7	0	24	9	12	35	13	4	19
284661	8	0	11	17	12	6	9	16	12
284680	9	0	11	16	17	7	6	10	15
284688	8	0	8	18	11	5	6	15	3
2847	7	0	24	42	11	20	5	8	19
284702	10	18	14	6	36	10	6	8	12
284729	7	1	26	61	20	20	11	16	42
284749	0	26	100	4	9	64	20	3	22
284751	8	0	14	21	11	14	8	9	17
284756	3	0	16	32	12	22	9	13	19
284757	9	0	15	14	15	8	11	18	24
284759	3	0	17	29	11	23	6	9	15
284788	4.5	0	14	18	14	8	12	19	16
284805	0	0	37	11	7	45	18	7	14
284827	6	0	15	14	11	6	6	16	13
284835	7.5	0	16	18	11	40	10	10	18
284889	9	36	13	10	19	9	4	7	15
284933	8	0	13	15	12	8	8	14	21
284942	5	2	17	20	7	22	57	7	15
284950	4	0	10	15	10	23	4	8	15
284998	8	0	18	19	10	11	11	15	12
285	9	0	23	10	19	27	5	5	20
285000	9	0	15	20	13	10	7	11	16
285025	0	7	25	5	7	45	65	5	7
285045	10	0	4	6	9	16	4	5	5
285126	10	0	14	34	13	7	6	14	20
285154	9	0	12	14	14	25	6	8	1
285189	6	0	9	20	9	13	6	9	9
285205	8	0	11	17	7	10	7	10	1
285224	10	0	12	24	13	6	5	13	21
285231	10	0	18	17	9	15	7	9	17
285242	7.5	0	17	18	15	31	6	14	12
285282	0	6	80	3	11	44	119	5	21
2853	10	0	15	10	5	44	6	7	22
285313	7	0	9	16	10	11	4	8	6
285326	9.5	0	14	11	7	8	6	8	14
285335	5	0	26	7	10	30	61	7	16
285359	9	5	12	10	8	8	7	7	14
285401	4.5	0	12	16	12	13	5	12	18
285456	0	0	51	5	5	39	106	3	13
285464	9.5	7	9	8	17	7	7	13	6
285492	5	0	20	27	19	11	16	21	39
285501	7	0	20	18	9	11	9	20	15
285512	10	3	7	7	22	6	4	15	1
285547	1.5	0	16	45	11	25	6	15	20
285588	9	1	16	8	15	11	6	9	16
285593	9	0	10	16	15	9	8	35	20
2856	6.5	0	18	4	16	39	5	8	18
285622	5.5	0	11	14	13	8	10	10	9
285627	9	0	6	20	12	9	5	15	10
285629	9	0	15	12	15	13	8	10	15
285641	9	0	12	28	14	6	7	11	19
285643	9	0	9	17	9	8	8	15	13
285659	9	0	25	19	9	9	7	12	15
285668	10	0	15	22	11	7	8	16	18
285679	10	0	17	26	16	6	7	10	22
285692	7	0	14	10	10	4	6	14	15
285735	6	0	2	21	12	6	3	10	1
285740	6	0	21	11	8	32	7	6	8
285758	4	0	9	17	8	43	7	4	3
285759	7	0	14	24	13	11	10	7	10
285768	7	0	13	21	11	8	6	16	11
285780	10	0	22	11	7	6	5	5	15
285796	7.5	0	13	28	13	10	8	12	17
285819	10	0	12	12	7	13	6	10	15
285847	7	0	13	8	11	33	6	5	19
285848	0	0	17	20	11	62	14	7	8
285852	8	0	20	17	11	10	5	6	15
285855	0	14	82	5	27	41	62	5	20
285878	5	0	17	15	11	8	6	9	7
285889	9	0	17	22	12	9	10	12	18
2859	10	2	16	6	13	14	5	5	18
285908	10	4	13	7	25	7	6	19	6
285941	9	0	12	13	12	7	5	10	26
285954	6	0	13	24	9	8	6	7	9
285972	4	2	34	7	7	75	13	5	13
285973	9.5	1	14	24	6	8	5	7	19
285987	1	0	7	33	8	8	6	13	8
286006	8.5	0	12	8	15	10	6	8	4
286023	9	0	14	19	12	6	7	12	12
286094	6	0	12	20	11	7	10	13	15
286102	10	1	11	5	34	7	5	6	10
286114	6	0	10	21	15	7	9	13	20
286135	9	0	11	15	13	8	9	10	13
286140	8	5	13	21	13	7	10	12	17
286144	8	1	7	11	10	7	9	11	1
286186	5	0	1	14	9	18	4	5	1
286207	8	0	16	17	9	31	7	7	20
286238	7.5	0	13	12	8	10	5	14	14
286359	8	0	11	20	10	8	7	15	17
286365	8	0	12	14	10	8	5	13	6
286370	10	0	14	21	14	8	8	16	14
286437	9	8	17	3	10	30	3	8	6
286467	7.5	0	10	3	7	15	4	5	7
286495	10	4	1	8	5	7	4	17	9
2865	8	0	15	31	10	26	6	6	23
286557	8	0	4	7	7	3	1	5	9
286676	0	1	39	7	12	49	117	5	17
2867	10	0	11	28	11	34	5	9	17
286887	7.5	0	11	22	10	8	6	12	12
287	0	0	22	26	12	31	14	17	16
287015	8	0	8	10	13	13	9	13	12
2874	10	43	13	9	41	8	6	8	23
2877	10	1	17	8	23	47	7	7	20
2890	0	0	14	29	10	6	7	9	10
29	9	53	31	5	26	65	8	4	22
29018	10	0	13	8	14	18	5	8	10
29034	7	0	1	5	1	2	3	5	1
2904	0	0	18	34	10	34	6	14	18
29065	9	0	13	12	12	36	6	8	2
29075	0	0	99	7	6	39	93	3	15
2908	0	23	33	4	2	44	9	4	3
29082	0	22	47	6	20	45	120	4	24
29086	0	18	47	6	23	64	117	5	14
2909	10	16	12	8	36	28	10	6	16
29093	0	3	30	5	7	33	99	3	21
29099	0	5	18	6	12	41	68	4	16
2911	1.5	0	14	31	10	21	9	17	20
29121	0	21	18	5	7	32	3	9	5
29124	5	0	13	20	17	7	10	12	6
2913	0	0	16	26	11	14	11	15	23
2938	7.5	0	11	19	11	5	7	7	3
2939	7.5	0	11	26	11	6	6	11	4
2940	9	0	3	12	10	5	3	4	1
2960	0	3	80	3	11	44	119	5	21
2974	10	0	13	21	11	8	6	8	10
29760	0	69	39	4	9	76	57	5	2
29765	10	1	12	11	47	10	6	6	13
2978	9	0	18	22	15	11	7	10	14
29780	10	6	16	8	18	21	5	4	15
2979	9	1	15	8	21	17	8	10	16
29798	9	0	14	21	8	5	9	10	20
29802	0	65	38	6	8	60	50	12	23
2984	7	0	11	17	10	7	6	7	13
29851	9	0	25	8	11	42	5	7	16
29909	9.5	0	14	14	7	6	4	9	10
29922	0	1	32	5	9	29	101	3	15
29930	5	0	11	26	15	23	7	24	11
29931	7	0	8	22	11	6	7	11	16
29934	10	11	3	7	4	2	2	3	10
29943	8	0	14	22	9	12	7	13	25
29947	9	0	20	21	7	17	3	5	15
29948	10	1	11	11	15	11	7	14	35
29949	7	0	26	6	7	33	4	6	12
29970	4	0	3	8	4	2	4	4	2
29980	10	20	10	6	40	13	8	6	20
29986	10	0	14	7	22	9	7	8	11
2999	1	0	21	9	9	46	7	7	9
29999	10	4	18	5	41	17	3	11	20
3001	2.5	0	9	26	8	11	5	11	8
3002	9	0	18	16	14	15	5	8	17
3003	9	0	8	17	10	5	7	13	12
3007	0	0	33	29	4	45	67	9	18
301	4	1	2	5	4	3	4	7	1
3010	10	0	9	9	12	12	8	12	14
3024	9	0	18	16	19	29	16	16	21
3026	6	0	13	24	14	15	11	14	13
303	9	1	11	26	13	9	7	7	3
3036	5	0	12	29	12	10	5	26	13
304	8.5	28	9	22	12	23	7	7	24
3043	4	105	10	16	14	9	6	20	10
3044	5	0	10	17	13	7	9	11	13
3045	2	0	10	12	10	8	8	9	4
3046	8.5	0	8	17	10	6	5	7	1
3047	6	0	6	11	9	4	3	10	2
3048	10	0	8	8	31	10	5	5	14
305	3	0	10	12	10	7	6	12	7
3053	10	0	12	9	26	9	8	7	13
3059	1	151	49	3	24	56	49	8	9
3067	9	0	15	19	11	6	8	14	12
3071	0	51	16	5	11	30	47	4	12
3075	8	0	9	12	10	4	11	16	18
3077	0	0	37	13	6	49	79	4	16
3078	9	0	16	10	12	9	8	11	12
3080	7	0	9	8	9	5	8	8	13
3081	10	0	17	13	11	9	6	10	8
30814	8	0	14	25	11	7	5	7	24
30817	8.5	0	13	44	12	19	8	14	16
30818	3.5	0	17	22	14	13	9	13	18
3082	0	0	13	16	12	11	5	9	13
30820	6.5	0	19	32	11	33	6	12	17
3098	9	20	15	21	12	24	5	9	16
3101	7.5	0	26	16	15	32	8	9	17
3117	0	45	49	2	4	29	46	1	6
312	6	0	16	27	7	4	8	10	7
3127	0	313	63	4	10	22	70	3	16
313	7	0	19	10	9	42	9	7	11
314	10	1	12	5	35	10	8	8	18
3140	9	6	46	6	7	55	43	5	11
3158	6.5	0	10	23	12	9	4	11	9
3172	9	0	15	29	10	9	9	14	16
3176	5	0	20	20	13	15	6	16	22
317701	9	0	15	19	15	7	6	30	10
317703	8	0	11	15	11	4	5	17	8
317716	5	0	9	22	14	6	9	11	12
317760	10	0	1	1	1	2	2	8	1
319	10	0	24	9	15	22	6	5	12
319085	9	0	29	6	22	53	21	7	20
319100	9	0	9	24	12	9	5	9	11
319103	10	1	10	5	29	5	5	7	10
319139	10	1	62	1	5	29	4	4	13
32	10	3	13	19	16	8	9	10	14
3213	6	2	14	25	9	11	5	6	19
3216	7	0	8	35	15	13	5	12	17
3240	9	0	15	16	13	18	7	12	17
325	5	0	11	22	15	4	7	13	7
3250	10	0	13	13	17	5	5	8	14
3262	4	0	18	10	14	6	6	14	7
3263	9	0	15	16	13	6	6	6	14
326342	9	7	17	12	26	17	6	12	17
3269	10	0	15	19	17	7	9	15	13
3273	9.5	0	13	26	15	5	8	8	16
327657	0	0	14	29	13	6	8	13	7
3283	8	0	17	20	15	6	7	17	11
3284	7	0	5	16	13	7	9	10	3
3290	2	0	20	19	7	17	5	4	14
3293	10	0	19	17	14	8	9	17	16
3294	5.5	0	16	22	13	9	5	9	21
3340	10	6	26	9	19	37	7	7	23
3347	7	0	1	9	8	3	3	8	1
3352	9	0	14	23	17	15	11	12	20
3355	7	0	14	13	19	9	4	18	19
3356	7	0	15	16	10	13	8	10	12
3357	9	0	8	2	13	9	3	5	19
3359	4	0	15	26	19	10	6	9	19
336	9.5	0	12	16	9	16	4	6	16
3360	8	0	14	16	12	5	5	15	15
337	8	0	15	21	11	11	7	9	19
3371	0	0	12	29	10	19	7	16	19
3375	8	0	11	13	15	6	5	11	3
337879	8	0	18	17	8	6	7	13	17
337880	7.5	0	11	12	13	9	7	10	16
337882	3.5	0	10	12	10	6	8	11	22
337959	7	0	12	11	10	6	8	9	13
337960	4	0	8	16	9	7	10	11	15
337963	7	0	21	13	7	10	8	13	17
337966	5.5	0	11	12	6	10	5	15	18
337967	9	0	18	21	9	4	7	17	14
337968	7	0	10	10	8	5	4	7	16
337969	6.5	0	11	12	13	5	8	31	14
337970	9	0	17	9	13	9	6	19	15
337971	8	0	10	7	12	5	3	13	15
337972	8	0	11	9	9	5	8	12	20
337973	8	0	10	7	7	7	7	13	16
337974	7.5	0	9	9	12	2	5	9	5
337975	3	0	1	4	1	6	3	5	1
337976	6	0	13	12	11	6	8	11	14
337977	5.5	0	10	11	10	6	6	9	9
337978	2	0	4	14	8	5	3	7	8
337979	4	0	7	16	10	5	2	12	2
337985	6	0	13	8	8	6	4	11	11
338094	9	0	16	20	15	5	7	14	17
338321	9	1	14	24	15	6	6	11	11
338322	8	0	15	24	12	17	6	11	14
338324	4.5	0	18	26	17	9	7	12	16
338339	8	0	10	26	8	9	3	7	5
338398	8	0	10	18	8	5	8	10	1
3384	0	8	87	5	7	59	65	6	17
338429	10	0	12	10	17	4	12	28	11
338433	10	0	15	16	13	12	5	24	22
338442	10	0	13	20	10	9	5	7	22
3385	6	71	47	6	18	48	83	4	20
338567	7	0	15	18	11	6	10	14	18
338579	6	0	5	16	4	4	6	7	10
338588	3	0	2	17	3	10	1	4	5
338599	10	0	17	12	11	8	9	9	24
338661	6	0	9	12	10	9	5	9	1
338662	7.5	0	10	16	12	7	8	14	11
338674	7.5	0	11	10	5	6	7	18	8
338675	8	0	4	9	9	10	6	12	5
338751	7	0	15	18	9	5	6	14	8
338755	10	0	13	7	12	9	8	4	17
338809	0.5	0	40	7	8	56	66	5	9
338817	10	0	13	20	9	17	5	12	18
338821	9	0	10	6	9	4	5	7	13
338862	6.5	0	12	18	9	6	8	9	15
338864	8.5	0	4	9	4	3	3	9	1
338879	10	0	14	17	12	8	7	9	11
338949	10	0	10	17	9	6	4	5	16
338963	9	0	14	26	12	11	11	13	17
339	8	0	11	14	14	6	8	12	17
339291	8	0	14	14	11	6	8	15	17
339298	9	0	8	9	9	6	8	14	16
339398	4	0	15	16	11	22	7	7	16
339442	7	0	16	34	9	38	9	17	23
339479	0.5	0	8	18	11	18	7	14	13
339505	7	0	17	23	12	8	7	14	17
339512	8	0	11	20	10	5	8	9	22
339524	10	2	15	6	13	7	3	5	16
339535	6	0	12	14	13	9	7	15	16
339568	5	0	14	22	10	11	7	7	3
339593	7	0	12	15	6	8	8	8	7
339622	10	0	14	16	13	6	10	20	13
339666	10	2	12	10	15	8	6	7	25
339669	4	0	16	30	9	12	7	11	8
339779	9	0	16	15	14	11	5	7	16
339788	6	0	6	10	7	6	7	9	3
339789	7	0	14	15	8	8	6	11	19
339803	8	1	43	5	14	38	60	7	19
339804	8	10	43	5	14	38	60	7	19
339807	6.5	0	32	16	7	51	35	5	20
339829	7	1	7	6	4	6	5	8	6
339862	8	0	1	11	4	1	4	5	1
339883	10	1	14	5	27	9	6	10	18
339926	9	0	12	26	10	7	9	15	12
339967	8	0	15	17	14	4	8	10	11
339976	8	0	13	13	13	7	10	15	21
339977	9	1	16	7	15	7	6	9	11
340069	10	0	14	21	13	7	7	14	16
340073	9	0	15	28	9	8	6	11	26
340074	7	0	11	18	11	6	11	12	6
340094	6	0	13	17	10	7	7	22	14
340113	8	0	10	10	8	5	7	10	14
340152	0	24	48	6	6	68	44	7	16
340156	2.5	0	7	21	7	10	4	6	8
340204	9	0	14	24	10	7	7	11	14
340205	7	0	17	23	8	12	7	12	16
340206	9	0	14	12	9	8	4	8	22
340252	2	5	47	11	15	40	148	8	19
340267	8	0	9	18	7	6	5	3	1
340273	9	0	13	9	3	11	4	7	15
340286	10	3	11	14	14	8	5	10	21
340357	9	0	12	10	11	6	5	8	4
340359	9	0	18	20	13	9	7	10	18
340441	10	0	14	23	10	5	6	12	20
340485	10	1	16	11	10	9	4	11	22
340547	8	0	6	8	1	4	6	5	1
340654	9	0	6	14	7	1	3	11	1
340745	8	0	9	30	11	6	5	13	14
340811	4	0	14	13	12	8	6	11	16
340900	8	0	7	25	9	7	3	7	1
340980	10	0	13	15	15	11	9	13	17
340990	7	0	11	35	15	10	8	9	17
341032	8	0	11	21	11	10	9	13	11
341056	9	0	12	23	10	6	6	11	17
341116	8	0	18	21	11	9	5	10	19
341152	8	0	16	37	12	7	5	24	16
341208	6	0	17	19	10	13	6	15	14
341276	8	0	15	21	10	5	8	12	11
341346	8	0	14	15	15	8	6	11	7
341350	8	0	12	27	13	9	14	14	18
341392	7	0	15	18	9	8	9	9	3
341405	7	0	17	34	12	14	9	12	23
341418	4.5	0	2	13	5	3	7	12	1
341568	8	0	10	18	14	6	8	9	10
341799	6	0	11	27	7	12	5	11	23
342	2	0	16	22	8	47	15	8	17
342125	7	0	11	15	12	7	8	5	14
342346	10	1	12	19	14	6	7	7	20
342372	8.5	0	10	24	11	10	5	9	17
342510	8.5	0	10	23	9	9	5	9	15
342538	10	8	11	29	14	7	13	8	10
342574	10	0	13	27	14	7	5	14	16
3426	9	0	12	12	9	5	5	8	4
342618	9	1	11	12	6	9	5	7	8
342666	10	0	16	28	11	9	6	8	18
3428	8	98	17	5	22	15	3	3	1
3429	10	0	28	24	15	11	8	8	17
342900	8	0	15	26	12	11	7	8	12
342908	9	1	9	12	16	3	8	26	2
342918	4.5	0	13	24	10	11	7	18	14
342931	8	0	10	23	9	8	6	37	1
342933	8	0	14	18	11	6	6	12	15
3430	8	8	62	5	18	44	79	6	18
343066	9	0	15	23	14	8	8	11	13
343069	8	0	13	17	13	7	9	16	3
343071	7	0	7	10	11	5	8	8	2
3431	0	72	53	3	8	47	66	4	11
343169	8	0	15	19	8	8	7	8	25
343171	8	0	18	9	11	8	4	10	18
343172	7	0	5	6	3	2	4	6	4
343173	7	0	16	23	18	7	8	15	19
343263	5	0	12	24	13	42	7	8	17
3433	1.5	1	8	5	11	50	22	12	11
3434	6	0	10	8	13	34	30	6	11
343406	8	0	3	20	14	5	4	11	1
343413	4	0	17	25	8	31	5	6	18
343505	8	0	15	21	11	11	8	8	8
343641	7	0	15	18	11	44	8	10	20
3437	1	0	9	12	7	35	5	5	5
3439	8	0	14	14	11	6	4	8	14
343930	10	0	16	12	20	13	6	10	23
344	9	0	21	6	25	19	5	6	17
3440	9	0	15	14	5	42	2	7	6
344148	3	0	15	25	19	9	5	12	17
3442	5	0	12	27	12	8	4	8	9
344387	0	0	18	6	8	38	17	3	10
344454	6	0	19	12	9	52	6	6	15
3446	8	0	5	12	5	5	4	4	1
344657	10	0	15	11	10	4	5	6	16
344658	9	0	8	6	4	8	3	7	6
3447	9	0	12	17	9	36	4	4	13
344752	6	0	3	7	2	9	5	3	1
3448	5.5	0	12	23	12	13	4	3	11
344805	9	0	17	8	6	23	4	7	6
344807	9	0	8	6	12	10	3	5	11
344887	9	0	11	22	11	10	7	9	13
344892	7	0	16	22	10	10	6	5	15
3449	6	0	10	22	10	7	6	7	1
344901	9	0	6	8	7	4	4	5	9
344905	5	0	8	20	9	8	7	6	1
345062	9	0	17	17	12	10	7	11	13
345193	8	0	9	8	12	8	6	4	2
345274	8	0	11	24	12	7	6	12	13
345275	8.5	1	7	6	15	10	6	9	5
3453	2.5	0	2	21	7	3	4	8	1
345611	7	1	12	22	13	20	20	11	21
3458	8	0	6	12	10	7	2	6	4
345895	0	1	20	23	10	50	22	10	20
346288	9	0	14	19	13	6	6	12	13
346389	0	0	7	1	2	29	3	7	1
346517	8	0	14	19	15	8	8	11	22
346525	8	0	15	15	8	7	6	13	17
346653	8	1	14	17	6	25	6	6	11
346673	8	0	15	17	10	18	7	7	14
3467	9	0	17	13	12	28	6	10	9
347	5.5	101	26	5	10	52	14	11	15
347127	10	0	11	17	11	5	4	10	6
347168	8	0	15	30	10	7	9	10	18
347169	9	0	13	23	12	7	6	14	12
347468	5	0	5	10	3	3	5	10	7
347487	10	0	7	7	5	3	2	5	10
3475	9	9	20	8	9	62	9	8	13
347731	3	0	12	22	9	20	8	13	1
347732	10	1	11	6	19	7	5	8	17
347735	7	0	11	35	13	7	8	12	13
347745	8	0	10	14	12	10	8	13	23
347746	10	5	9	9	34	9	5	14	19
3479	1	0	6	7	6	38	15	6	2
348	2	1	19	32	9	34	6	13	19
348021	6	0	17	19	11	10	6	14	15
348158	3	0	3	19	7	3	5	8	1
348249	6.5	0	13	27	14	28	6	9	21
348738	9.5	0	18	12	13	30	6	7	24
348761	9	0	12	27	12	7	7	15	24
348825	9	0	13	15	11	8	9	15	15
349408	10	0	5	6	5	6	5	4	13
349633	9	0	6	11	14	5	8	9	3
350	8	0	12	16	16	6	7	17	14
350383	4	0	13	33	11	24	6	8	24
3512	8	1	12	10	9	7	3	7	17
353131	6.5	0	13	25	14	8	9	13	15
353132	8	0	15	20	15	12	11	13	16
353133	4	0	11	23	10	4	5	13	17
353134	0	0	18	21	11	7	10	15	17
353135	3	0	19	29	12	10	7	13	13
353137	5.5	0	11	18	12	9	11	15	17
353139	5	0	11	18	13	6	6	13	19
353140	6	0	17	22	9	9	8	10	10
353141	5	0	12	24	13	7	7	12	12
353145	6.5	0	10	18	14	6	11	11	16
353164	9	0	8	7	11	11	2	5	1
353274	8	5	16	10	10	44	8	13	19
353288	9	0	8	21	17	6	6	9	14
353299	9	0	5	8	7	7	4	6	1
353323	1	0	16	28	10	10	6	15	20
353324	9	0	15	24	12	12	6	17	13
353332	7	0	14	28	16	9	7	11	17
353345	10	0	7	13	11	6	8	6	1
353514	7	0	16	23	10	50	4	6	23
354	6	0	14	25	11	12	6	10	22
3543	0	0	18	36	10	12	7	6	21
3547	10	0	4	3	7	3	3	6	6
3552	5	0	7	22	9	8	10	8	12
3553	4.5	0	17	30	11	14	5	9	8
3554	8	0	15	24	13	8	9	18	23
3557	10	0	14	18	8	27	8	12	22
3559	0	33	80	3	8	50	121	9	13
356	8.5	0	14	8	8	26	9	6	14
3565	2	0	36	14	10	50	30	7	15
3568	7	0	11	19	11	20	8	7	10
3575	4.5	0	13	13	8	4	13	11	4
3577	8	0	11	22	9	56	6	10	17
3578	6	0	14	23	12	16	8	8	15
3579	3	0	13	26	13	13	8	16	6
358	8	0	15	13	13	6	9	11	18
3580	10	0	9	24	13	7	7	12	17
3586	1	0	31	27	7	61	6	7	17
3588	10	32	19	6	40	37	6	7	10
3596	9	0	25	33	10	46	13	6	24
359710	8	0	14	19	14	10	8	12	22
359787	10	0	9	17	12	4	8	13	14
3598	8	0	3	6	3	2	6	6	11
359806	5	0	5	12	11	10	5	6	1
359821	10	7	14	7	17	8	6	7	13
359845	10	0	14	21	13	5	3	9	9
360030	10	0	12	12	12	10	6	9	18
360132	9	0	10	24	11	5	5	10	12
360155	10	1	17	7	30	5	7	6	12
360203	9	0	19	26	9	5	7	13	16
3603	5	38	15	21	14	9	8	11	15
3605	7	0	9	26	11	8	4	16	2
3606	5	0	19	27	11	13	7	11	8
361	6.5	0	14	22	12	7	9	12	9
3617	4	0	7	6	14	8	4	13	3
3620	6	0	9	24	7	24	3	9	9
3624	6.5	0	10	22	6	24	4	5	10
3626	10	0	16	11	11	11	8	8	26
3633	7	9	26	6	18	55	46	9	14
364	5	0	22	28	10	27	6	10	26
3641	9	0	13	28	10	7	8	12	16
3653	10	8	11	9	48	9	8	53	19
3669	8	19	62	5	13	86	8	4	12
3674	8	0	16	26	14	25	7	8	22
3679	7	0	10	9	10	5	5	5	8
3681	9	0	19	17	9	16	6	9	14
3682	10	5	20	12	18	11	6	7	19
3684	6	9	17	8	13	64	17	9	17
3687	0	33	42	5	9	57	31	4	19
3694	9	0	25	24	9	15	23	13	24
3695	0	79	43	6	10	80	83	4	18
3697	10	0	21	8	12	18	6	8	21
3698	8	0	22	22	9	9	4	10	17
3700	10	6	14	7	19	8	9	8	20
3713	5	0	13	20	10	14	9	15	5
373509	9	4	10	17	17	8	9	8	13
3737	1	0	38	8	5	72	20	4	22
374286	10	0	11	12	11	7	5	7	25
374355	7	0	14	16	12	7	10	15	11
374387	0	0	23	11	9	47	62	6	23
3744	9	0	21	26	13	10	6	11	17
374403	0	66	46	4	30	63	103	4	18
374407	9.5	10	14	13	12	15	5	8	23
374443	2.5	23	15	13	12	33	6	6	14
374454	8	0	9	22	10	7	6	10	8
374491	8.5	0	7	31	11	30	5	4	2
374650	10	1	8	5	9	5	6	4	13
374739	9	0	12	29	12	7	7	12	21
374877	10	1	10	24	12	12	8	8	16
374879	10	10	11	9	33	17	7	14	20
374907	5.5	0	19	9	22	37	5	9	22
374918	2	0	14	26	13	8	10	13	21
374955	10	13	13	10	9	8	9	6	12
374973	10	0	16	10	26	7	5	8	14
374977	8	0	13	22	15	8	11	17	12
374986	0	4	45	5	11	37	102	5	17
3753	9	0	16	7	12	16	6	5	16
375307	8	0	10	17	11	20	6	7	20
375519	10	0	16	10	19	20	6	10	27
375686	3	0	33	11	7	89	7	5	20
375719	7	0	27	17	12	62	10	10	19
3758	9	0	8	12	10	12	6	12	12
375940	5	0	8	13	16	8	5	30	18
3764	1	0	17	29	13	13	8	18	16
376693	10	3	15	10	23	7	10	6	15
376844	8	0	15	21	12	6	4	12	15
3769	9	0	10	5	21	2	3	4	9
3770	10	2	13	7	34	23	6	9	20
3772	6	0	11	14	10	8	7	26	17
3779	4	0	18	26	9	11	8	8	13
3783	0	96	70	4	12	33	77	4	14
378807	8	0	16	15	12	10	6	7	23
378825	8	0	16	19	12	7	5	20	18
378828	6	0	1	6	7	4	7	6	1
3792	6.5	0	9	23	12	8	5	13	17
3801	8	0	8	29	10	6	9	11	13
3814	7	0	16	29	14	9	8	11	24
3816	9	0	16	30	9	11	3	9	18
3817	7	0	21	25	13	28	6	6	25
3818	6	0	11	15	12	3	3	16	22
3820	9	0	3	6	1	3	3	4	1
3821	7.5	0	13	15	10	8	6	27	2
3824	9	0	13	15	10	7	4	16	13
3827	6.5	0	10	15	8	16	8	8	13
383	10	1	1	2	4	6	5	4	1
3834	8	0	16	17	13	8	6	11	20
3843	8	37	19	16	11	37	7	9	14
3846	8	0	15	20	13	12	10	14	19
3848	4.5	0	11	17	11	9	6	11	18
3849	8	0	13	15	16	7	8	16	18
3850	9	0	11	19	12	6	8	11	13
3852	8	0	16	18	11	6	8	16	15
3858	10	20	13	18	29	11	6	8	12
